"Label","Type","Tags","Description","Data de início","Fonte da informação","Fonte da informação-URL"
"IAC 200-1001","Rules","IAC","Plano de assistência às vítimas de acidentes aeronáuticos e apoio aos seus familiares ","27/06/2005","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/iac/iac-200-1001@@download/arquivo_norma/IAC200_1001.pdf"
"IAC 0201","Rules","IAC","F iscalização e controle da contribuição devida ao fundo aeroviário. ","07/02/1997","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/iac/iac-0201@@download/arquivo_norma/IAC0201.pdf"
"IAC 1302","Rules","IAC","Normas para apuração e o pagamento da suplementação tarifária e para a arrecadação e o recolhimento do adicional tarifário. ","01/03/2001","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/iac/iac-1302@@download/arquivo_norma/IAC1302.pdf"
"IAC 2306","Rules","IAC","Constituição e atribuições específicas das Seções de Aviação Civil (Última atualização EMD 01 - 04/1991).","16/07/1990","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/iac/iac-2306@@download/arquivo_norma/IAC2306.pdf"
"IAC 3130","Rules","IAC","Procedimentos e requisitos complementares para operação de grandes aviões categoria transporte no Aeroporto Santos Dumont. ","31/12/1996","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/iac/iac-3130@@download/arquivo_norma/IAC3130.pdf"
"IAC 3134","Rules","IAC","Transporte aéreo público de enfermos. ","30/07/1999","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/iac/iac-3134@@download/arquivo_norma/IAC3134.pdf"
"IAC 3203","Rules","IAC","Registro de horas de vôo em Cadernetas Individuais de Vôo. ","19/05/2002","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/iac/iac-3203@@download/arquivo_norma/IAC3203.pdf"
"IAC 3252","Rules","IAC","Registro de horas de vôo de tripulantes. ","27/02/1997","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/iac/iac-3252@@download/arquivo_norma/IAC3252.pdf"
"IAC 3253","Rules","IAC","Expedição de comprovantes de horas de vôo. ","15/08/1985","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/iac/iac-3253@@download/arquivo_norma/IAC3253.pdf"
"IAC 3316","Rules","IAC","Procedimentos para celebração de convênio para repasse de recursos financeiros. ","19/03/2002","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/iac/iac-3316@@download/arquivo_norma/IAC3316.pdf"
"IAC 3501","Rules","IAC","Operações de alcance prolongado com aviões bimotores (ETOPS) (Última atualização EMD 01 - 02/1999).","01/08/1994","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/iac/iac-3501@@download/arquivo_norma/IAC3501.pdf"
"IAC 3502","Rules","IAC","Distâncias de pouso em pistas molhadas com superfície ranhurada ou capeada com Camada Porosa de Atrito - CPA. ","01/08/1988","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/iac/iac-3502@@download/arquivo_norma/IAC3502.pdf"
"IAC 3505","Rules","IAC","Operações Aéreas sobre o Atlântico Norte (NAT-MNPS). ","14/07/1992","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/iac/iac-3505@@download/arquivo_norma/IAC3505.pdf"
"IAC 3507","Rules","IAC","Normas e procedimentos para a confecção e aprovação de Listas Mestras de Equipamentos Mínimos (MMEL) e Lista de Equipamentos Mínimos (MEL). ","24/12/1998","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/iac/iac-3507@@download/arquivo_norma/IAC3507.pdf"
"IAC 3508","Rules","IAC","Orientação preliminar para aprovação de operadores e de aeronaves para operações com separação vertical mínima reduzida. ","25/08/1995","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/iac/iac-3508@@download/arquivo_norma/IAC3508.pdf"
"IAC 3512","Rules","IAC","Orientação para utilização de equipamento GPS (Global Positioning System) em operações IFR em rota e em terminais de aproximação de não-precisão por instrumentos no espaço aéreo brasileiro. ","26/04/2001","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/iac/iac-3512@@download/arquivo_norma/IAC3512.pdf"
"IAC 3513","Rules","IAC","Orientação para segurança de aeronaves anfíbias ou hidroaviões em operações na água. ","15/06/2001","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/iac/iac-3513@@download/arquivo_norma/IAC3513.pdf"
"IAC 3515","Rules","IAC","Autorização para operações de helicópteros com carga externa. ","26/09/2001","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/iac/iac-3515@@download/arquivo_norma/IAC3515.pdf"
"IAC 4201","Rules","IAC","Desenvolvimento do módulo IV dos cursos de piloto de linha aérea - helicóptero: O comandante e sua função administrativa.","17/02/1993","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/iac/iac-4201@@download/arquivo_norma/IAC4201.pdf"
"IAC 4201A","Rules","IAC","Sistemática de controle e fiscalização do programa federal de auxílio a aeroportos. ","31/08/2001","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/iac/iac-4201a@@download/arquivo_norma/IAC4201A.pdf"
"IAC 5001","Rules","IAC","Planejamento integrado de investimentos na infra-estrutura aeronáutica. ","09/08/1999","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/iac/iac-5001@@download/arquivo_norma/IAC5001.pdf"
"IAC 5301","Rules","IAC","Instalações para as Seções de Aviação Civil (SAC) nos aeroportos. ","23/07/1999","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/iac/iac-5301@@download/arquivo_norma/IAC5301.pdf"
"IAC 001-1001A","Rules","IAC","Elaboração e controle de publicações do DAC. ","20/06/2005","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/iac/iac-001-1001a@@download/arquivo_norma/IAC001_1001A.pdf"
"IAC 061-1004","Rules","IAC","Qualificação e aprovação de dispositivos de treinamento de vôo baseados em computadores pessoais (PCATD) ","20/09/2004","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/iac/iac-061-1004@@download/arquivo_norma/IAC061_1004.pdf"
"IAC 063-1001","Rules","IAC","Verificação de competência para concessão de licenças e habilitações de comissários de vôo. ","17/03/2006","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/iac/iac-063-1001@@download/arquivo_norma/IAC063_1001.pdf"
"IAC 118-1001","Rules","IAC","Processo de análise e aprovação dos programas de treinamento de operações - RBHA 121 e RBHA 135. ","19/12/2003","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/iac/iac-118-1001@@download/arquivo_norma/IAC118_1001.pdf"
"IAC 118-1002","Rules","IAC","Procedimentos e trâmite de documentação para realização e conclusão de treinamento de empresas aéreas ","27/06/2005","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/iac/iac-118-1002@@download/arquivo_norma/IAC118_1002.pdf"
"IAC 119-1002","Rules","IAC","Vôo de avaliação operacional. ","08/08/2003","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/iac/iac-119-1002@@download/arquivo_norma/IAC119_1002.pdf"
"IAC 160-1003","Rules","IAC","Reciprocidade de tratamento em relação à isenção das tarifas da infra-estrutura aeronáutica. ","27/06/2005","Dados abertos ANAC","https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/iac/iac-160-1003@@download/arquivo_norma/IAC 160-1003 - Compilado até RA2017-0432.pdf"
